Ano,Municipio,NUTS I,NUTS II,NUTS III,Nr_populacao
2016,Marco de Canaveses,Continente,Norte,Tâmega e Sousa,50477
2016,Paços de Ferreira,Continente,Norte,Tâmega e Sousa,55719
2016,Penafiel,Continente,Norte,Tâmega e Sousa,70103
2016,Resende,Continente,Norte,Tâmega e Sousa,10509
2016,Arouca,Continente,Norte,Área Metropolitana do Porto,21558
2016,Espinho,Continente,Norte,Área Metropolitana do Porto,31181
2016,Gondomar,Continente,Norte,Área Metropolitana do Porto,164814
2016,Maia,Continente,Norte,Área Metropolitana do Porto,134481
2016,Matosinhos,Continente,Norte,Área Metropolitana do Porto,173480
2016,Oliveira de Azeméis,Continente,Norte,Área Metropolitana do Porto,66250
2016,Paredes,Continente,Norte,Área Metropolitana do Porto,84574
2016,Porto,Continente,Norte,Área Metropolitana do Porto,233818
2016,Póvoa de Varzim,Continente,Norte,Área Metropolitana do Porto,63238
2016,Santa Maria da Feira,Continente,Norte,Área Metropolitana do Porto,136410
2016,Santo Tirso,Continente,Norte,Área Metropolitana do Porto,68894
2016,São João da Madeira,Continente,Norte,Área Metropolitana do Porto,21798
2016,Trofa,Continente,Norte,Área Metropolitana do Porto,38405
2016,Vale de Cambra,Continente,Norte,Área Metropolitana do Porto,21615
2016,Valongo,Continente,Norte,Área Metropolitana do Porto,93551
2016,Vila Nova de Gaia,Continente,Norte,Área Metropolitana do Porto,301015
2016,Vila do Conde,Continente,Norte,Área Metropolitana do Porto,79758
2016,Alcochete,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,18410
2016,Almada,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,175422
2016,Amadora,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,171827
2016,Barreiro,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,77913
2016,Cascais,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,210619
2016,Lisboa,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,549457
2016,Loures,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,200142
2016,Mafra,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,81220
2016,Moita,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,65122
2016,Montijo,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,53034
2016,Odivelas,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,147020
2016,Oeiras,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,171822
2016,Palmela,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,65701
2016,Seixal,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,161113
2016,Sesimbra,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,50678
2016,Setúbal,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,121982
2016,Sintra,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,378842
2016,Vila Franca de Xira,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,136582
2016,Calheta,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,10743
2016,Câmara de Lobos,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,32744
2016,Funchal,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,106554
2016,Machico,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,20203
2016,Ponta do Sol,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,8305
2016,Porto Moniz,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,2526
2016,Porto Santo,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,5239
2016,Ribeira Brava,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,12577
2016,Santa Cruz,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,41597
2016,Santana,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,6843
2016,São Vicente,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,4982
2016,Angra do Heroísmo,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,34466
2016,Calheta,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,3556
2016,Corvo,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,391
2016,Horta,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,14506
2016,Lagoa,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,14197
2016,Lajes das Flores,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,1445
2016,Lajes do Pico,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,4445
2016,Madalena,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,6167
2016,Nordeste,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,4644
2016,Ponta Delgada,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,67937
2016,Povoação,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,5980
2016,Ribeira Grande,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,31633
2016,Santa Cruz da Graciosa,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,4162
2016,Santa Cruz das Flores,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,2123
2016,São Roque do Pico,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,3271
2016,Velas,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,5123
2016,Vila Franca do Campo,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,10669
2016,Vila da Praia da Vitória,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,19980
2016,Vila do Porto,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,5413
2017,Alandroal,Continente,Alentejo,Alentejo Central,5223
2017,Arraiolos,Continente,Alentejo,Alentejo Central,6728
2017,Borba,Continente,Alentejo,Alentejo Central,6689
2017,Estremoz,Continente,Alentejo,Alentejo Central,13047
2017,Montemor-o-Novo,Continente,Alentejo,Alentejo Central,16183
2017,Mora,Continente,Alentejo,Alentejo Central,4415
2017,Mourão,Continente,Alentejo,Alentejo Central,2430
2017,Portel,Continente,Alentejo,Alentejo Central,5774
2017,Redondo,Continente,Alentejo,Alentejo Central,6489
2017,Reguengos de Monsaraz,Continente,Alentejo,Alentejo Central,10063
2017,Vendas Novas,Continente,Alentejo,Alentejo Central,11326
2017,Viana do Alentejo,Continente,Alentejo,Alentejo Central,5449
2017,Vila Viçosa,Continente,Alentejo,Alentejo Central,7648
2017,Évora,Continente,Alentejo,Alentejo Central,54490
2017,Alcácer do Sal,Continente,Alentejo,Alentejo Litoral,11626
2017,Grândola,Continente,Alentejo,Alentejo Litoral,14004
2017,Odemira,Continente,Alentejo,Alentejo Litoral,27031
2017,Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,28037
2017,Sines,Continente,Alentejo,Alentejo Litoral,14179
2017,Alter do Chão,Continente,Alentejo,Alto Alentejo,3228
2017,Arronches,Continente,Alentejo,Alto Alentejo,2964
2017,Avis,Continente,Alentejo,Alto Alentejo,3954
2017,Campo Maior,Continente,Alentejo,Alto Alentejo,8216
2017,Castelo de Vide,Continente,Alentejo,Alto Alentejo,3217
2017,Crato,Continente,Alentejo,Alto Alentejo,3401
2017,Elvas,Continente,Alentejo,Alto Alentejo,21335
2017,Fronteira,Continente,Alentejo,Alto Alentejo,3056
2017,Gavião,Continente,Alentejo,Alto Alentejo,3591
2017,Marvão,Continente,Alentejo,Alto Alentejo,3176
2017,Monforte,Continente,Alentejo,Alto Alentejo,3042
2017,Nisa,Continente,Alentejo,Alto Alentejo,6321
2017,Ponte de Sor,Continente,Alentejo,Alto Alentejo,15515
2017,Portalegre,Continente,Alentejo,Alto Alentejo,23045
2017,Sousel,Continente,Alentejo,Alto Alentejo,4519
2017,Aljustrel,Continente,Alentejo,Baixo Alentejo,8902
2017,Almodôvar,Continente,Alentejo,Baixo Alentejo,6872
2017,Alvito,Continente,Alentejo,Baixo Alentejo,2300
2017,Barrancos,Continente,Alentejo,Baixo Alentejo,1613
2017,Beja,Continente,Alentejo,Baixo Alentejo,34206
2017,Castro Verde,Continente,Alentejo,Baixo Alentejo,7047
2017,Cuba,Continente,Alentejo,Baixo Alentejo,4525
2017,Ferreira do Alentejo,Continente,Alentejo,Baixo Alentejo,7710
2017,Moura,Continente,Alentejo,Baixo Alentejo,13678
2017,Mértola,Continente,Alentejo,Baixo Alentejo,6418
2017,Ourique,Continente,Alentejo,Baixo Alentejo,4981
2017,Serpa,Continente,Alentejo,Baixo Alentejo,14128
2017,Vidigueira,Continente,Alentejo,Baixo Alentejo,5347
2017,Almeirim,Continente,Alentejo,Lezíria do Tejo,22295
2017,Alpiarça,Continente,Alentejo,Lezíria do Tejo,7055
2017,Azambuja,Continente,Alentejo,Lezíria do Tejo,21220
2017,Benavente,Continente,Alentejo,Lezíria do Tejo,28921
2017,Cartaxo,Continente,Alentejo,Lezíria do Tejo,23200
2017,Chamusca,Continente,Alentejo,Lezíria do Tejo,8872
2017,Coruche,Continente,Alentejo,Lezíria do Tejo,18045
2017,Golegã,Continente,Alentejo,Lezíria do Tejo,5515
2017,Rio Maior,Continente,Alentejo,Lezíria do Tejo,20753
2017,Salvaterra de Magos,Continente,Alentejo,Lezíria do Tejo,21338
2017,Santarém,Continente,Alentejo,Lezíria do Tejo,58773
2017,Albufeira,Continente,Algarve,Algarve,43087
2017,Alcoutim,Continente,Algarve,Algarve,2641
2017,Aljezur,Continente,Algarve,Algarve,5742
2017,Castro Marim,Continente,Algarve,Algarve,6445
2017,Faro,Continente,Algarve,Algarve,66704
2017,Lagoa,Continente,Algarve,Algarve,23044
2017,Lagos,Continente,Algarve,Algarve,32011
2017,Loulé,Continente,Algarve,Algarve,70678
2017,Monchique,Continente,Algarve,Algarve,5502
2017,Olhão,Continente,Algarve,Algarve,44158
2017,Portimão,Continente,Algarve,Algarve,57783
2017,Silves,Continente,Algarve,Algarve,36596
2017,São Brás de Alportel,Continente,Algarve,Algarve,10865
2017,Tavira,Continente,Algarve,Algarve,26714
2017,Vila Real de Santo António,Continente,Algarve,Algarve,18760
2017,Vila do Bispo,Continente,Algarve,Algarve,5383
2017,Castelo Branco,Continente,Centro,Beira Baixa,53275
2017,Idanha-a-Nova,Continente,Centro,Beira Baixa,8694
2017,Oleiros,Continente,Centro,Beira Baixa,4962
2017,Penamacor,Continente,Centro,Beira Baixa,4899
2017,Proença-a-Nova,Continente,Centro,Beira Baixa,7386
2017,Vila Velha de Ródão,Continente,Centro,Beira Baixa,3243
2017,Almeida,Continente,Centro,Beiras e Serra da Estrela,6269
2017,Belmonte,Continente,Centro,Beiras e Serra da Estrela,6282
2017,Celorico da Beira,Continente,Centro,Beiras e Serra da Estrela,6819
2017,Covilhã,Continente,Centro,Beiras e Serra da Estrela,47795
2017,Figueira de Castelo Rodrigo,Continente,Centro,Beiras e Serra da Estrela,5497
2017,Fornos de Algodres,Continente,Centro,Beiras e Serra da Estrela,4620
2017,Fundão,Continente,Centro,Beiras e Serra da Estrela,26906
2017,Gouveia,Continente,Centro,Beiras e Serra da Estrela,12662
2017,Guarda,Continente,Centro,Beiras e Serra da Estrela,40767
2017,Manteigas,Continente,Centro,Beiras e Serra da Estrela,3086
2017,Mêda,Continente,Centro,Beiras e Serra da Estrela,4684
2017,Pinhel,Continente,Centro,Beiras e Serra da Estrela,8561
2017,Sabugal,Continente,Centro,Beiras e Serra da Estrela,11532
2017,Seia,Continente,Centro,Beiras e Serra da Estrela,22599
2017,Trancoso,Continente,Centro,Beiras e Serra da Estrela,8734
2017,Abrantes,Continente,Centro,Médio Tejo,35691
2017,Alcanena,Continente,Centro,Médio Tejo,12772
2017,Constância,Continente,Centro,Médio Tejo,3858
2017,Entroncamento,Continente,Centro,Médio Tejo,19880
2017,Ferreira do Zêzere,Continente,Centro,Médio Tejo,7902
2017,Mação,Continente,Centro,Médio Tejo,6573
2017,Ourém,Continente,Centro,Médio Tejo,44222
2017,Sardoal,Continente,Centro,Médio Tejo,3635
2017,Sertã,Continente,Centro,Médio Tejo,14826
2017,Tomar,Continente,Centro,Médio Tejo,37314
2017,Torres Novas,Continente,Centro,Médio Tejo,34734
2017,Vila Nova da Barquinha,Continente,Centro,Médio Tejo,7010
2017,Vila de Rei,Continente,Centro,Médio Tejo,3298
2017,Alcobaça,Continente,Centro,Oeste,54577
2017,Alenquer,Continente,Centro,Oeste,43186
2017,Arruda dos Vinhos,Continente,Centro,Oeste,13610
2017,Bombarral,Continente,Centro,Oeste,12502
2017,Cadaval,Continente,Centro,Oeste,13374
2017,Caldas da Rainha,Continente,Centro,Oeste,50595
2017,Lourinhã,Continente,Centro,Oeste,25619
2017,Nazaré,Continente,Centro,Oeste,14872
2017,Peniche,Continente,Centro,Oeste,26641
2017,Sobral de Monte Agraço,Continente,Centro,Oeste,10272
2017,Torres Vedras,Continente,Centro,Oeste,80700
2017,Óbidos,Continente,Centro,Oeste,11664
2017,Albergaria-a-Velha,Continente,Centro,Região de Aveiro,24740
2017,Anadia,Continente,Centro,Região de Aveiro,27692
2017,Aveiro,Continente,Centro,Região de Aveiro,79927
2017,Estarreja,Continente,Centro,Região de Aveiro,26119
2017,Murtosa,Continente,Centro,Região de Aveiro,10297
2017,Oliveira do Bairro,Continente,Centro,Região de Aveiro,22741
2017,Ovar,Continente,Centro,Região de Aveiro,54537
2017,Sever do Vouga,Continente,Centro,Região de Aveiro,11329
2017,Vagos,Continente,Centro,Região de Aveiro,22527
2017,Águeda,Continente,Centro,Região de Aveiro,46108
2017,Ílhavo,Continente,Centro,Região de Aveiro,38406
2017,Arganil,Continente,Centro,Região de Coimbra,11271
2017,Cantanhede,Continente,Centro,Região de Coimbra,34637
2017,Coimbra,Continente,Centro,Região de Coimbra,142039
2017,Condeixa-a-Nova,Continente,Centro,Região de Coimbra,16813
2017,Figueira da Foz,Continente,Centro,Região de Coimbra,59210
2017,Góis,Continente,Centro,Região de Coimbra,3936
2017,Lousã,Continente,Centro,Região de Coimbra,17041
2017,Mealhada,Continente,Centro,Região de Coimbra,19515
2017,Mira,Continente,Centro,Região de Coimbra,12069
2017,Miranda do Corvo,Continente,Centro,Região de Coimbra,12329
2017,Montemor-o-Velho,Continente,Centro,Região de Coimbra,24760
2017,Mortágua,Continente,Centro,Região de Coimbra,9048
2017,Oliveira do Hospital,Continente,Centro,Região de Coimbra,19650
2017,Pampilhosa da Serra,Continente,Centro,Região de Coimbra,4125
2017,Penacova,Continente,Centro,Região de Coimbra,13684
2017,Penela,Continente,Centro,Região de Coimbra,5523
2017,Soure,Continente,Centro,Região de Coimbra,17647
2017,Tábua,Continente,Centro,Região de Coimbra,11328
2017,Vila Nova de Poiares,Continente,Centro,Região de Coimbra,6908
2017,Alvaiázere,Continente,Centro,Região de Leiria,6439
2017,Ansião,Continente,Centro,Região de Leiria,11987
2017,Batalha,Continente,Centro,Região de Leiria,15351
2017,Castanheira de Pêra,Continente,Centro,Região de Leiria,2794
2017,Figueiró dos Vinhos,Continente,Centro,Região de Leiria,5508
2017,Leiria,Continente,Centro,Região de Leiria,126848
2017,Marinha Grande,Continente,Centro,Região de Leiria,38506
2017,Pedrógão Grande,Continente,Centro,Região de Leiria,3508
2017,Pombal,Continente,Centro,Região de Leiria,51704
2017,Porto de Mós,Continente,Centro,Região de Leiria,23154
2017,Aguiar da Beira,Continente,Centro,Viseu Dão Lafões,5456
2017,Carregal do Sal,Continente,Centro,Viseu Dão Lafões,9206
2017,Castro Daire,Continente,Centro,Viseu Dão Lafões,14094
2017,Mangualde,Continente,Centro,Viseu Dão Lafões,18572
2017,Nelas,Continente,Centro,Viseu Dão Lafões,13273
2017,Oliveira de Frades,Continente,Centro,Viseu Dão Lafões,9586
2017,Penalva do Castelo,Continente,Centro,Viseu Dão Lafões,7407
2017,Santa Comba Dão,Continente,Centro,Viseu Dão Lafões,10787
2017,Sátão,Continente,Centro,Viseu Dão Lafões,11291
2017,São Pedro do Sul,Continente,Centro,Viseu Dão Lafões,15369
2017,Tondela,Continente,Centro,Viseu Dão Lafões,26412
2017,Vila Nova de Paiva,Continente,Centro,Viseu Dão Lafões,4756
2017,Viseu,Continente,Centro,Viseu Dão Lafões,98790
2017,Vouzela,Continente,Centro,Viseu Dão Lafões,9652
2017,Arcos de Valdevez,Continente,Norte,Alto Minho,21001
2017,Caminha,Continente,Norte,Alto Minho,15894
2017,Melgaço,Continente,Norte,Alto Minho,8199
2017,Monção,Continente,Norte,Alto Minho,18006
2017,Paredes de Coura,Continente,Norte,Alto Minho,8682
2017,Ponte da Barca,Continente,Norte,Alto Minho,11287
2017,Ponte de Lima,Continente,Norte,Alto Minho,41532
2017,Valença,Continente,Norte,Alto Minho,13545
2017,Viana do Castelo,Continente,Norte,Alto Minho,85860
2017,Vila Nova de Cerveira,Continente,Norte,Alto Minho,8812
2017,Boticas,Continente,Norte,Alto Tâmega,5214
2017,Chaves,Continente,Norte,Alto Tâmega,38297
2017,Montalegre,Continente,Norte,Alto Tâmega,9478
2017,Ribeira de Pena,Continente,Norte,Alto Tâmega,6037
2017,Valpaços,Continente,Norte,Alto Tâmega,15217
2017,Vila Pouca de Aguiar,Continente,Norte,Alto Tâmega,12032
2017,Cabeceiras de Basto,Continente,Norte,Ave,15725
2017,Fafe,Continente,Norte,Ave,48769
2017,Guimarães,Continente,Norte,Ave,156327
2017,Mondim de Basto,Continente,Norte,Ave,6646
2017,Póvoa de Lanhoso,Continente,Norte,Ave,21335
2017,Vieira do Minho,Continente,Norte,Ave,12225
2017,Vila Nova de Famalicão,Continente,Norte,Ave,132204
2017,Vizela,Continente,Norte,Ave,23557
2017,Amares,Continente,Norte,Cávado,18377
2017,Barcelos,Continente,Norte,Cávado,116674
2017,Braga,Continente,Norte,Cávado,187248
2017,Esposende,Continente,Norte,Cávado,34430
2017,Terras de Bouro,Continente,Norte,Cávado,6559
2017,Vila Verde,Continente,Norte,Cávado,46003
2017,Alijó,Continente,Norte,Douro,10819
2017,Armamar,Continente,Norte,Douro,5811
2017,Carrazeda de Ansiães,Continente,Norte,Douro,5674
2017,Freixo de Espada à Cinta,Continente,Norte,Douro,3421
2017,Lamego,Continente,Norte,Douro,24908
2017,Mesão Frio,Continente,Norte,Douro,3757
2017,Moimenta da Beira,Continente,Norte,Douro,9461
2017,Murça,Continente,Norte,Douro,5442
2017,Penedono,Continente,Norte,Douro,2782
2017,Peso da Régua,Continente,Norte,Douro,15207
2017,Sabrosa,Continente,Norte,Douro,5661
2017,Santa Marta de Penaguião,Continente,Norte,Douro,6407
2017,Sernancelhe,Continente,Norte,Douro,5496
2017,São João da Pesqueira,Continente,Norte,Douro,7051
2017,Tabuaço,Continente,Norte,Douro,5213
2017,Tarouca,Continente,Norte,Douro,7361
2017,Torre de Moncorvo,Continente,Norte,Douro,7210
2017,Vila Nova de Foz Côa,Continente,Norte,Douro,6550
2017,Vila Real,Continente,Norte,Douro,50057
2017,Alfândega da Fé,Continente,Norte,Terras de Trás-os-Montes,4513
2017,Bragança,Continente,Norte,Terras de Trás-os-Montes,34899
2017,Macedo de Cavaleiros,Continente,Norte,Terras de Trás-os-Montes,14559
2017,Miranda do Douro,Continente,Norte,Terras de Trás-os-Montes,6703
2017,Mirandela,Continente,Norte,Terras de Trás-os-Montes,22060
2017,Mogadouro,Continente,Norte,Terras de Trás-os-Montes,8654
2017,Vila Flor,Continente,Norte,Terras de Trás-os-Montes,6198
2017,Vimioso,Continente,Norte,Terras de Trás-os-Montes,4259
2017,Vinhais,Continente,Norte,Terras de Trás-os-Montes,8060
2017,Amarante,Continente,Norte,Tâmega e Sousa,52891
2017,Baião,Continente,Norte,Tâmega e Sousa,18241
2017,Castelo de Paiva,Continente,Norte,Tâmega e Sousa,15838
2017,Celorico de Basto,Continente,Norte,Tâmega e Sousa,18092
2017,Cinfães,Continente,Norte,Tâmega e Sousa,18427
2017,Felgueiras,Continente,Norte,Tâmega e Sousa,56357
2017,Lousada,Continente,Norte,Tâmega e Sousa,46950
2017,Marco de Canaveses,Continente,Norte,Tâmega e Sousa,50110
2017,Paços de Ferreira,Continente,Norte,Tâmega e Sousa,55648
2017,Penafiel,Continente,Norte,Tâmega e Sousa,69922
2017,Resende,Continente,Norte,Tâmega e Sousa,10398
2017,Arouca,Continente,Norte,Área Metropolitana do Porto,21454
2017,Espinho,Continente,Norte,Área Metropolitana do Porto,31229
2017,Gondomar,Continente,Norte,Área Metropolitana do Porto,164657
2017,Maia,Continente,Norte,Área Metropolitana do Porto,134607
2017,Matosinhos,Continente,Norte,Área Metropolitana do Porto,173577
2017,Oliveira de Azeméis,Continente,Norte,Área Metropolitana do Porto,66176
2017,Paredes,Continente,Norte,Área Metropolitana do Porto,84420
2017,Porto,Continente,Norte,Área Metropolitana do Porto,234432
2017,Póvoa de Varzim,Continente,Norte,Área Metropolitana do Porto,63430
2017,Santa Maria da Feira,Continente,Norte,Área Metropolitana do Porto,136359
2017,Santo Tirso,Continente,Norte,Área Metropolitana do Porto,68512
2017,São João da Madeira,Continente,Norte,Área Metropolitana do Porto,21879
2017,Trofa,Continente,Norte,Área Metropolitana do Porto,38427
2017,Vale de Cambra,Continente,Norte,Área Metropolitana do Porto,21478
2017,Valongo,Continente,Norte,Área Metropolitana do Porto,93716
2017,Vila Nova de Gaia,Continente,Norte,Área Metropolitana do Porto,301840
2017,Vila do Conde,Continente,Norte,Área Metropolitana do Porto,79969
2017,Alcochete,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,18597
2017,Almada,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,175935
2017,Amadora,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,172324
2017,Barreiro,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,78030
2017,Cascais,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,211880
2017,Lisboa,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,552722
2017,Loures,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,200652
2017,Mafra,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,82243
2017,Moita,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,65094
2017,Montijo,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,53456
2017,Odivelas,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,147861
2017,Oeiras,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,172096
2017,Palmela,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,66116
2017,Seixal,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,161934
2017,Sesimbra,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,50970
2017,Setúbal,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,122235
2017,Sintra,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,380125
2017,Vila Franca de Xira,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,136815
2017,Calheta,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,10692
2017,Câmara de Lobos,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,32384
2017,Funchal,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,106189
2017,Machico,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,19974
2017,Ponta do Sol,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,8285
2017,Porto Moniz,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,2507
2017,Porto Santo,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,5206
2017,Ribeira Brava,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,12562
2017,Santa Cruz,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,41606
2017,Santana,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,6757
2017,São Vicente,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,4915
2017,Angra do Heroísmo,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,34252
2017,Calheta,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,3520
2017,Corvo,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,388
2017,Horta,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,14433
2017,Lagoa,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,14157
2017,Lajes das Flores,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,1439
2017,Lajes do Pico,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,4421
2017,Madalena,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,6188
2017,Nordeste,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,4582
2017,Ponta Delgada,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,67772
2017,Povoação,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,5900
2017,Ribeira Grande,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,31549
2017,Santa Cruz da Graciosa,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,4149
2017,Santa Cruz das Flores,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,2084
2017,São Roque do Pico,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,3254
2017,Velas,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,5085
2017,Vila Franca do Campo,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,10547
2017,Vila da Praia da Vitória,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,19822
2017,Vila do Porto,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,5422
2018,Alandroal,Continente,Alentejo,Alentejo Central,5145
2018,Arraiolos,Continente,Alentejo,Alentejo Central,6679
2018,Borba,Continente,Alentejo,Alentejo Central,6596
2018,Estremoz,Continente,Alentejo,Alentejo Central,12928
2018,Montemor-o-Novo,Continente,Alentejo,Alentejo Central,16025
2018,Mora,Continente,Alentejo,Alentejo Central,4319
2018,Mourão,Continente,Alentejo,Alentejo Central,2389
2018,Portel,Continente,Alentejo,Alentejo Central,5725
2018,Redondo,Continente,Alentejo,Alentejo Central,6418
2018,Reguengos de Monsaraz,Continente,Alentejo,Alentejo Central,10002
2018,Vendas Novas,Continente,Alentejo,Alentejo Central,11216
2018,Viana do Alentejo,Continente,Alentejo,Alentejo Central,5395
2018,Vila Viçosa,Continente,Alentejo,Alentejo Central,7564
2018,Évora,Continente,Alentejo,Alentejo Central,54270
2018,Alcácer do Sal,Continente,Alentejo,Alentejo Litoral,11481
2018,Grândola,Continente,Alentejo,Alentejo Litoral,13913
